hhi,whi,hhi2,education,race,hispanic,experience,kidslt6,kids618,husby,region
no,no,no,9-11years,white,no,18.5,0.0,2.0,4.8,south
yes,no,yes,12years,black,no,13.0,0.0,2.0,26.0,south
no,yes,no,9-11years,white,no,28.5,0.0,0.0,0.0,south
no,no,no,9-11years,white,no,23.5,0.0,1.0,2.1,northcentral
no,no,no,9-11years,,yes,14.5,3.0,3.0,0.0,other
yes,no,yes,13-15years,white,no,16.0,,,40.0,other
no,yes,no,13-15years,,no,5.0,,,4.7,northcentral
no,no,no,9-11years,,no,24.5,0.0,0.0,3.0,south
no,yes,no,13-15years,black,no,16.0,1.0,5.0,17.0,other
yes,no,yes,13-15years,white,no,36.0,0.0,0.0,20.0,other
no,yes,yes,16years,white,no,4.0,0.0,0.0,35.0,south
yes,no,yes,>16years,white,no,15.0,0.0,0.0,79.6,northcentral
no,yes,yes,13-15years,white,no,16.0,,,72.0,other
no,no,no,12years,white,no,13.0,0.0,0.0,17.9,south
no,yes,no,12years,white,no,37.0,0.0,0.0,0.0,other
no,yes,no,<9years,white,yes,21.0,0.0,1.0,10.5,west
no,yes,no,12years,white,yes,17.0,0.0,2.0,0.0,west
no,yes,no,>16years,white,no,6.0,0.0,0.0,0.0,other
no,no,no,12years,white,no,10.0,0.0,1.0,26.5,west
no,yes,no,12years,white,no,24.0,0.0,1.0,3.0,south
no,no,no,13-15years,,no,14.0,2.0,1.0,17.5,west
no,yes,no,13-15years,white,no,14.0,,,59.0,other
yes,no,yes,12years,,no,19.0,2.0,2.0,0.0,northcentral
yes,no,yes,13-15years,white,no,3.0,0.0,0.0,26.0,northcentral
no,yes,no,16years,white,no,8.0,0.0,0.0,57.099,other
no,yes,no,12years,white,no,19.0,,,54.0,west
no,no,no,12years,white,no,3.0,,,5.297,other
yes,yes,yes,>16years,white,no,16.0,1.0,0.0,15.21,west
yes,no,yes,16years,white,no,3.0,1.0,0.0,23.0,south
no,yes,yes,13-15years,white,yes,14.0,0.0,2.0,31.0,south
no,no,no,12years,white,no,47.0,0.0,0.0,0.0,northcentral
yes,yes,yes,<9years,,no,41.0,0.0,0.0,26.0,south
yes,no,yes,16years,black,no,21.0,0.0,0.0,40.0,northcentral
no,yes,no,12years,,no,16.0,0.0,2.0,35.36,northcentral
no,yes,no,9-11years,white,no,25.5,0.0,0.0,0.0,south
yes,yes,yes,13-15years,white,no,12.0,2.0,0.0,13.657,northcentral
yes,no,yes,<9years,white,yes,36.0,0.0,2.0,12.0,west
no,no,yes,12years,white,no,38.0,0.0,0.0,99.999,west
yes,no,yes,12years,white,no,28.0,0.0,0.0,66.8,northcentral
no,yes,no,13-15years,white,no,18.0,2.0,0.0,8.0,northcentral
no,no,no,13-15years,white,no,12.0,0.0,1.0,22.0,west
yes,no,yes,13-15years,white,no,38.0,0.0,0.0,0.0,northcentral
yes,no,yes,13-15years,white,no,39.0,0.0,0.0,50.0,northcentral
yes,yes,yes,>16years,white,no,28.0,0.0,0.0,50.0,northcentral
yes,no,yes,13-15years,white,no,8.0,1.0,0.0,15.6,west
no,yes,no,12years,white,no,46.0,0.0,0.0,0.0,other
yes,no,yes,13-15years,black,no,11.0,,,35.0,other
no,yes,no,13-15years,white,no,20.0,1.0,1.0,0.0,south
no,no,no,13-15years,white,no,9.0,1.0,0.0,13.0,south
yes,no,yes,12years,white,no,32.0,0.0,0.0,40.761,northcentral
yes,no,yes,12years,white,no,45.0,0.0,0.0,6.494,other
no,no,no,12years,white,no,27.0,0.0,1.0,13.0,northcentral
yes,no,yes,16years,,no,16.0,0.0,2.0,99.999,west
no,no,no,12years,white,no,43.0,,,17.0,west
no,no,no,<9years,,no,28.0,0.0,0.0,0.0,south
no,yes,yes,>16years,white,no,7.0,2.0,1.0,27.0,south
yes,yes,yes,>16years,white,no,11.0,,,11.0,west
no,no,no,12years,white,no,22.0,0.0,0.0,17.0,south
yes,yes,yes,12years,white,no,22.0,1.0,0.0,31.0,other
no,no,no,13-15years,,no,44.0,0.0,0.0,0.0,west
yes,no,yes,12years,white,no,19.0,,,17.0,other
no,yes,yes,12years,white,no,44.0,0.0,0.0,8.0,northcentral
no,yes,yes,13-15years,white,no,24.0,0.0,2.0,48.0,west
no,yes,no,16years,white,no,13.0,1.0,1.0,35.0,west
yes,no,yes,13-15years,white,no,27.0,0.0,0.0,33.203,other
yes,yes,yes,>16years,white,no,21.0,0.0,2.0,39.539,south
no,yes,no,16years,white,no,31.0,0.0,0.0,0.0,northcentral
no,yes,no,12years,white,no,16.0,1.0,2.0,3.84,other
yes,no,yes,16years,white,no,6.0,1.0,0.0,41.0,south
no,yes,yes,12years,white,no,7.0,1.0,0.0,21.0,south
yes,no,yes,13-15years,white,no,9.0,2.0,0.0,12.0,west
no,yes,no,16years,white,no,41.0,0.0,0.0,0.0,other
yes,yes,yes,12years,white,no,15.0,0.0,1.0,16.0,south
no,yes,no,16years,white,no,6.0,0.0,0.0,2.7,west
yes,no,yes,12years,white,no,45.0,0.0,0.0,40.0,south
no,no,no,13-15years,white,no,2.0,1.0,0.0,6.693,northcentral
no,yes,yes,12years,white,no,16.0,,,28.0,northcentral
no,yes,no,<9years,white,yes,22.0,0.0,3.0,38.5,other
yes,yes,yes,13-15years,white,no,11.0,1.0,0.0,90.0,south
no,yes,yes,13-15years,,no,21.0,,,17.7,south
no,no,no,<9years,white,no,26.0,1.0,3.0,0.0,west
yes,no,yes,13-15years,white,no,18.0,0.0,2.0,98.0,west
yes,no,yes,12years,white,no,45.0,0.0,0.0,38.0,other
no,yes,no,12years,white,no,33.0,0.0,0.0,37.0,northcentral
no,no,no,16years,white,no,30.0,0.0,0.0,0.0,other
yes,no,yes,<9years,white,yes,15.0,1.0,3.0,20.0,west
yes,no,yes,12years,white,yes,14.0,1.0,1.0,13.0,northcentral
no,yes,yes,13-15years,white,yes,18.0,1.0,1.0,14.56,south
yes,no,yes,12years,white,no,15.0,0.0,0.0,0.0,west
yes,yes,yes,13-15years,white,no,21.0,0.0,2.0,40.0,other
no,yes,yes,>16years,white,no,17.0,0.0,0.0,60.5,south
no,yes,no,12years,white,no,22.0,,,31.2,northcentral
yes,no,yes,12years,white,no,7.0,0.0,0.0,28.995,northcentral
no,yes,yes,12years,white,no,23.0,0.0,2.0,11.0,other
yes,yes,yes,12years,white,no,33.0,0.0,0.0,31.2,other
yes,no,yes,12years,white,no,18.0,,,75.0,south
yes,no,yes,13-15years,white,no,6.0,0.0,0.0,12.776,other
no,yes,no,>16years,white,no,38.0,0.0,0.0,2.0,other
no,yes,no,13-15years,white,no,34.0,,,18.0,west
yes,no,yes,12years,white,no,39.0,0.0,0.0,0.0,northcentral
yes,no,yes,13-15years,white,no,44.0,0.0,0.0,0.0,south
no,yes,no,12years,black,no,19.0,1.0,2.0,25.0,west
yes,no,yes,13-15years,white,no,4.0,0.0,1.0,26.552,northcentral
yes,yes,yes,13-15years,white,no,20.0,,,21.0,northcentral
yes,no,yes,12years,black,no,28.0,0.0,2.0,30.0,south
no,no,no,13-15years,white,no,2.0,1.0,0.0,13.2,northcentral
no,yes,no,>16years,white,no,9.0,2.0,0.0,99.999,west
no,yes,no,16years,black,no,23.0,0.0,1.0,21.832,south
no,yes,yes,13-15years,,no,7.0,0.0,0.0,23.0,west
yes,no,yes,<9years,white,no,38.0,0.0,0.0,10.0,northcentral
no,yes,no,13-15years,white,no,31.0,0.0,0.0,21.0,south
yes,yes,yes,16years,white,no,6.0,1.0,0.0,42.0,northcentral
yes,yes,yes,12years,white,yes,27.0,0.0,1.0,35.0,other
no,no,no,12years,,no,46.0,0.0,0.0,0.0,south
yes,no,yes,>16years,white,no,16.0,0.0,2.0,66.0,other
no,yes,no,16years,white,no,15.0,0.0,1.0,33.49,other
no,no,no,13-15years,white,no,8.0,1.0,0.0,15.42,northcentral
no,no,no,13-15years,white,no,24.0,0.0,0.0,14.0,northcentral
yes,no,yes,16years,white,no,19.0,0.0,1.0,62.2,south
yes,yes,yes,>16years,,no,19.0,0.0,2.0,52.0,south
no,yes,no,16years,white,no,10.0,2.0,1.0,30.0,other
no,no,no,>16years,white,no,22.0,0.0,0.0,37.0,northcentral
yes,no,yes,12years,white,no,18.0,0.0,1.0,39.0,northcentral
yes,no,yes,12years,white,no,27.0,0.0,0.0,48.204,northcentral
no,no,no,12years,white,no,36.0,0.0,0.0,0.0,northcentral
no,yes,yes,>16years,,no,17.0,0.0,0.0,26.019,other
no,no,no,12years,white,no,13.0,1.0,2.0,0.0,south
yes,no,yes,13-15years,white,no,23.0,0.0,3.0,38.117,other
yes,no,yes,13-15years,white,no,27.0,0.0,1.0,35.0,west
no,yes,yes,>16years,white,no,15.0,1.0,1.0,99.999,other
no,yes,no,12years,white,no,15.0,0.0,3.0,12.0,northcentral
yes,no,yes,13-15years,white,yes,14.0,2.0,2.0,34.0,other
no,no,no,9-11years,black,no,21.5,0.0,3.0,2.3,south
no,no,no,13-15years,white,no,8.0,1.0,0.0,9.56,other
yes,yes,yes,13-15years,white,no,6.0,2.0,0.0,48.0,northcentral
yes,no,yes,12years,,no,12.0,,,8.4,south
yes,no,yes,12years,white,no,37.0,,,39.201,west
no,yes,yes,16years,white,no,6.0,1.0,0.0,11.8,west
yes,no,yes,16years,white,no,17.0,0.0,2.0,65.0,west
no,yes,no,12years,white,no,31.0,0.0,0.0,0.0,other
no,yes,yes,16years,white,no,30.0,0.0,0.0,20.0,west
yes,no,yes,13-15years,white,no,15.0,,,36.0,west
yes,no,yes,9-11years,white,no,33.5,0.0,0.0,35.0,south
no,yes,no,13-15years,white,no,10.0,,,3.44,northcentral
no,yes,no,16years,white,no,42.0,0.0,0.0,0.0,west
yes,no,yes,12years,white,no,33.0,0.0,0.0,35.0,other
yes,yes,yes,12years,white,no,29.0,0.0,0.0,20.7,northcentral
yes,no,yes,9-11years,white,no,33.5,0.0,0.0,19.7,south
yes,no,yes,12years,white,no,22.0,1.0,1.0,32.0,other
yes,no,yes,12years,white,no,17.0,0.0,3.0,42.0,northcentral
no,no,no,13-15years,white,no,42.0,,,0.0,south
no,yes,no,13-15years,white,no,17.0,1.0,0.0,7.9,other
yes,no,yes,>16years,white,no,9.0,1.0,0.0,34.8,south
yes,no,yes,16years,white,no,9.0,1.0,1.0,27.4,other
yes,no,yes,12years,,no,24.0,0.0,0.0,38.0,northcentral
yes,no,yes,9-11years,,no,22.5,,,47.0,south
no,yes,no,<9years,white,yes,14.0,1.0,2.0,9.0,west
yes,no,yes,13-15years,white,no,19.0,0.0,2.0,33.5,northcentral
yes,no,yes,12years,white,no,23.0,0.0,2.0,38.5,south
no,yes,yes,12years,white,no,6.0,0.0,0.0,25.0,other
yes,no,yes,12years,white,no,25.0,1.0,1.0,37.7,south
yes,no,yes,13-15years,white,no,14.0,2.0,0.0,28.0,other
yes,no,yes,13-15years,white,no,10.0,1.0,1.0,55.0,west
no,yes,no,16years,white,no,38.0,0.0,0.0,30.0,west
yes,no,yes,<9years,white,no,38.0,0.0,0.0,40.0,west
no,yes,no,12years,white,no,12.0,2.0,0.0,17.0,northcentral
no,no,no,9-11years,white,no,34.5,0.0,0.0,0.0,south
yes,no,yes,12years,white,no,15.0,0.0,2.0,29.0,northcentral
no,yes,no,13-15years,white,no,17.0,0.0,1.0,0.0,south
yes,no,yes,12years,white,no,41.0,0.0,0.0,7.483,northcentral
no,yes,yes,16years,white,no,5.0,0.0,0.0,35.0,northcentral
no,yes,yes,12years,white,no,41.0,0.0,0.0,0.0,west
yes,no,yes,16years,white,no,28.0,0.0,2.0,47.328,northcentral
no,yes,no,9-11years,white,no,41.5,0.0,0.0,0.0,northcentral
no,yes,no,13-15years,white,no,22.0,0.0,2.0,0.0,northcentral
yes,yes,yes,16years,white,no,19.0,0.0,2.0,8.75,other
yes,no,yes,12years,white,no,45.0,0.0,0.0,0.0,south
no,no,no,9-11years,white,no,23.5,0.0,0.0,0.0,south
no,yes,no,13-15years,white,no,26.0,0.0,1.0,45.0,west
yes,no,yes,9-11years,white,no,27.5,0.0,2.0,99.999,other
no,no,yes,<9years,white,yes,33.0,1.0,2.0,24.8,west
yes,no,yes,16years,,no,37.0,0.0,0.0,0.0,other
yes,no,yes,12years,white,no,14.0,0.0,2.0,26.0,northcentral
no,no,no,<9years,white,yes,22.0,1.0,3.0,10.0,west
yes,yes,yes,13-15years,white,no,4.0,0.0,0.0,26.0,south
yes,no,yes,12years,white,no,11.0,2.0,0.0,35.0,other
yes,no,yes,12years,white,no,43.0,0.0,0.0,36.0,northcentral
yes,no,yes,>16years,white,no,39.0,,,0.0,west
yes,no,yes,12years,white,no,31.0,0.0,0.0,40.0,west
yes,no,yes,12years,white,no,25.0,0.0,0.0,32.0,south
yes,no,yes,12years,white,no,21.0,0.0,1.0,30.0,west
no,no,yes,9-11years,white,no,17.5,,,20.67,south
no,no,no,12years,white,no,28.0,,,0.0,south
yes,no,yes,13-15years,white,no,11.0,1.0,1.0,35.0,northcentral
yes,no,yes,13-15years,white,no,22.0,1.0,1.0,53.0,northcentral
no,yes,yes,12years,white,no,38.0,0.0,0.0,0.0,south
no,yes,no,13-15years,white,no,10.0,1.0,0.0,35.0,west
no,no,no,12years,white,no,28.0,0.0,0.0,3.299,other
yes,no,yes,>16years,white,no,10.0,2.0,1.0,99.999,other
yes,no,yes,9-11years,white,no,39.5,0.0,0.0,0.0,south
no,no,no,12years,white,no,39.0,0.0,0.0,0.0,west
no,no,no,12years,white,no,35.0,0.0,0.0,0.0,south
yes,no,yes,12years,white,no,46.0,0.0,0.0,0.0,other
yes,no,yes,12years,white,no,21.0,2.0,0.0,17.0,west
no,no,no,12years,white,no,13.0,1.0,1.0,0.0,northcentral
yes,no,yes,9-11years,white,no,39.5,0.0,0.0,5.0,south
yes,no,yes,12years,white,no,41.0,0.0,0.0,40.0,other
yes,no,yes,16years,white,no,33.0,0.0,0.0,45.0,other
no,no,no,12years,,no,33.0,,,15.0,south
no,yes,no,12years,white,yes,12.0,2.0,1.0,34.0,west
yes,no,yes,12years,white,no,37.0,0.0,0.0,46.8,northcentral
no,no,no,12years,,no,22.0,0.0,3.0,16.64,other
no,yes,yes,>16years,white,no,6.0,1.0,0.0,37.028,other
yes,yes,yes,9-11years,white,no,32.5,0.0,0.0,50.0,other
yes,no,yes,16years,white,no,36.0,0.0,0.0,99.999,west
no,yes,yes,12years,white,no,11.0,0.0,1.0,30.0,other
no,yes,no,13-15years,white,no,15.0,,,35.0,other
no,yes,no,12years,white,no,13.0,0.0,1.0,61.0,south
yes,no,yes,13-15years,white,no,14.0,0.0,3.0,44.0,northcentral
no,yes,no,16years,white,no,7.0,1.0,0.0,45.0,northcentral
no,no,no,12years,white,no,20.0,0.0,3.0,0.0,northcentral
yes,no,yes,12years,white,no,22.0,0.0,1.0,36.822,northcentral
yes,no,yes,12years,white,no,41.0,0.0,0.0,9.6,northcentral
no,yes,no,13-15years,,no,7.0,2.0,0.0,5.0,south
no,yes,no,12years,white,no,21.0,0.0,0.0,0.0,northcentral
yes,no,yes,16years,white,no,28.0,0.0,0.0,67.5,northcentral
yes,yes,yes,12years,white,no,32.0,0.0,0.0,47.115,west
no,no,no,<9years,,yes,7.0,2.0,0.0,16.0,northcentral
no,yes,no,>16years,white,no,24.0,0.0,2.0,51.0,other
yes,no,yes,12years,white,no,32.0,0.0,0.0,60.0,northcentral
yes,no,yes,13-15years,black,no,36.0,0.0,0.0,56.0,south
no,no,no,9-11years,white,no,44.5,0.0,0.0,0.0,northcentral
no,yes,yes,>16years,white,no,35.0,0.0,0.0,59.0,west
no,yes,no,12years,white,no,35.0,,,16.0,south
yes,no,yes,13-15years,white,no,28.0,,,33.0,south
no,no,yes,12years,white,no,7.0,1.0,0.0,30.0,south
yes,no,yes,13-15years,white,no,6.0,2.0,0.0,22.0,west
no,yes,no,16years,white,no,1.0,0.0,0.0,1.0,south
yes,no,yes,13-15years,white,no,12.0,1.0,0.0,31.0,west
no,no,no,<9years,white,no,13.0,0.0,3.0,0.0,west
no,yes,yes,16years,white,no,20.0,,,31.0,other
no,no,no,12years,white,yes,35.0,0.0,0.0,25.0,west
yes,yes,yes,12years,white,no,43.0,0.0,0.0,42.0,northcentral
no,no,no,12years,white,no,23.0,0.0,1.0,10.702,south
no,no,no,13-15years,white,no,14.0,2.0,1.0,0.0,northcentral
no,no,no,<9years,white,no,39.0,0.0,0.0,2.0,west
no,yes,no,13-15years,white,no,21.0,1.0,0.0,63.0,other
no,yes,yes,12years,white,no,33.0,0.0,0.0,35.0,south
yes,no,yes,12years,,no,44.0,0.0,0.0,30.0,south
yes,no,yes,12years,white,no,19.0,0.0,1.0,99.999,west
no,yes,no,13-15years,white,no,33.0,0.0,0.0,51.0,other
yes,no,yes,13-15years,white,no,9.0,2.0,0.0,55.0,northcentral
yes,no,yes,16years,white,no,29.0,0.0,0.0,56.35,other
yes,no,yes,>16years,white,no,14.0,2.0,0.0,48.159,other
no,no,no,13-15years,white,no,6.0,1.0,0.0,3.0,northcentral
yes,no,yes,12years,white,no,14.0,1.0,1.0,27.0,south
no,yes,yes,12years,white,no,33.0,0.0,0.0,17.5,northcentral
no,yes,no,13-15years,,no,22.0,0.0,4.0,40.0,south
yes,no,yes,12years,white,no,38.0,0.0,0.0,0.0,west
no,no,no,12years,white,no,22.0,0.0,1.0,40.0,south
no,no,yes,<9years,,no,35.0,,,24.0,northcentral
yes,no,yes,12years,white,no,28.0,0.0,0.0,10.0,other
no,no,no,13-15years,white,no,13.0,1.0,2.0,26.0,south
yes,no,yes,12years,white,no,35.0,0.0,0.0,15.0,west
no,yes,yes,16years,white,no,10.0,0.0,0.0,55.0,other
no,no,no,16years,white,no,14.0,0.0,1.0,0.0,west
no,no,no,12years,white,no,9.0,0.0,1.0,21.0,south
yes,no,yes,13-15years,,no,9.0,1.0,0.0,57.706,south
yes,no,yes,12years,white,no,29.0,0.0,1.0,50.0,other
no,no,no,12years,white,no,28.0,,,30.153,south
no,yes,no,12years,,no,20.0,1.0,2.0,26.0,south
yes,yes,yes,12years,white,no,11.0,0.0,2.0,28.0,other
no,yes,yes,13-15years,white,no,34.0,0.0,0.0,25.0,other
no,yes,yes,13-15years,white,no,41.0,0.0,0.0,20.0,south
no,yes,no,>16years,white,no,24.0,0.0,0.0,42.0,northcentral
yes,no,yes,12years,white,no,30.0,0.0,0.0,42.776,northcentral
no,no,no,12years,white,no,12.0,,,0.0,northcentral
no,yes,no,12years,white,no,24.0,0.0,2.0,35.0,other
no,yes,yes,12years,white,no,31.0,0.0,0.0,45.0,west
no,yes,no,>16years,white,yes,7.0,1.0,0.0,15.5,west
yes,yes,yes,12years,black,no,33.0,,,26.0,other
yes,no,yes,12years,white,no,36.0,0.0,0.0,65.5,other
no,no,no,12years,white,no,45.0,0.0,0.0,0.0,other
yes,no,yes,16years,white,no,20.0,,,150.0,northcentral
no,no,no,9-11years,white,no,14.5,1.0,1.0,0.0,west
yes,no,yes,13-15years,black,no,16.0,1.0,1.0,30.0,northcentral
no,no,no,12years,white,no,32.0,0.0,1.0,24.5,other
yes,no,yes,12years,black,no,37.0,0.0,0.0,30.0,south
no,yes,yes,16years,,no,26.0,0.0,0.0,52.0,south
no,no,no,13-15years,white,no,3.0,1.0,0.0,12.0,south
yes,no,yes,13-15years,white,no,18.0,1.0,0.0,19.378,west
yes,no,yes,12years,white,no,21.0,3.0,0.0,61.0,other
yes,no,yes,16years,white,no,14.0,2.0,0.0,60.0,northcentral
yes,no,yes,12years,white,no,24.0,0.0,1.0,33.0,other
yes,no,yes,13-15years,white,no,7.0,1.0,0.0,30.15,other
no,yes,no,12years,white,no,27.0,0.0,0.0,0.0,northcentral
no,no,no,12years,black,no,20.0,0.0,4.0,8.0,south
no,yes,no,>16years,white,no,17.0,0.0,0.0,37.0,other
yes,yes,yes,13-15years,,no,24.0,,,34.716,west
yes,no,yes,16years,,no,17.0,0.0,2.0,60.0,south
yes,no,yes,16years,white,no,13.0,1.0,1.0,33.0,south
yes,yes,yes,13-15years,white,no,13.0,1.0,1.0,22.164,northcentral
yes,yes,yes,16years,,no,16.0,1.0,2.0,30.0,south
yes,no,yes,12years,white,no,13.0,2.0,0.0,50.9,northcentral
no,yes,no,<9years,white,no,44.0,0.0,1.0,0.0,other
yes,yes,yes,12years,,no,21.0,0.0,0.0,48.0,west
yes,yes,yes,13-15years,black,no,18.0,0.0,1.0,20.8,south
yes,no,yes,12years,,no,23.0,,,95.0,west
no,yes,no,16years,white,no,28.0,0.0,2.0,43.0,northcentral
no,no,no,12years,black,no,25.0,1.0,2.0,21.0,south
no,no,no,9-11years,white,no,43.5,0.0,0.0,2.172,south
yes,no,yes,12years,,no,34.0,0.0,0.0,40.0,other
yes,no,yes,13-15years,white,no,17.0,1.0,2.0,45.0,south
yes,no,yes,13-15years,white,no,28.0,0.0,1.0,23.0,south
no,no,no,12years,white,yes,20.0,,,30.0,west
yes,no,yes,12years,white,no,19.0,0.0,2.0,59.381,other
no,no,yes,<9years,white,yes,24.0,0.0,1.0,10.4,south
yes,no,yes,12years,white,no,34.0,0.0,0.0,70.0,south
no,yes,no,13-15years,white,yes,14.0,0.0,1.0,0.0,other
no,yes,no,16years,white,yes,11.0,2.0,0.0,16.376,south
no,yes,no,13-15years,white,no,20.0,0.0,3.0,0.0,other
yes,no,yes,16years,white,no,18.0,1.0,2.0,70.0,other
yes,no,yes,12years,white,no,26.0,1.0,1.0,93.0,other
yes,no,yes,12years,white,no,25.0,0.0,0.0,25.0,northcentral
yes,no,yes,>16years,,no,24.0,0.0,1.0,99.999,northcentral
yes,no,yes,12years,white,no,14.0,1.0,1.0,35.0,west
no,yes,yes,13-15years,white,no,44.0,0.0,0.0,0.0,south
no,yes,yes,16years,white,no,6.0,0.0,0.0,24.749,south
yes,no,yes,<9years,white,no,40.0,0.0,0.0,17.0,other
no,no,no,12years,white,no,21.0,0.0,0.0,3.0,northcentral
no,no,no,12years,,no,10.0,0.0,0.0,0.0,south
yes,no,yes,12years,white,no,44.0,0.0,0.0,64.0,other
yes,no,yes,13-15years,white,no,40.0,0.0,0.0,50.0,northcentral
yes,no,yes,12years,white,no,30.0,0.0,0.0,0.0,west
yes,no,yes,12years,black,no,42.0,0.0,2.0,21.0,south
yes,no,yes,16years,white,no,13.0,2.0,0.0,49.946,other
yes,no,yes,12years,white,no,24.0,0.0,1.0,58.0,northcentral
yes,no,yes,12years,white,no,32.0,0.0,0.0,50.0,other
no,yes,yes,13-15years,white,no,17.0,0.0,0.0,68.0,northcentral
yes,yes,yes,13-15years,white,no,23.0,0.0,1.0,11.0,west
no,yes,yes,12years,,no,25.0,0.0,0.0,18.237,other
no,no,no,12years,white,no,14.0,1.0,0.0,30.0,other
no,yes,yes,>16years,white,no,8.0,0.0,0.0,26.5,northcentral
no,no,no,12years,white,no,17.0,0.0,2.0,43.304,other
no,yes,no,16years,white,no,6.0,0.0,0.0,0.0,south
no,yes,no,12years,,no,38.0,0.0,0.0,0.0,south
yes,no,yes,12years,white,no,13.0,1.0,1.0,25.1,northcentral
no,no,no,<9years,white,no,46.0,0.0,0.0,0.0,other
yes,yes,yes,12years,white,no,15.0,1.0,1.0,28.5,northcentral
yes,no,yes,>16years,white,no,21.0,0.0,1.0,30.0,other
yes,no,yes,13-15years,,no,15.0,0.0,2.0,0.0,west
yes,no,yes,<9years,,no,38.0,0.0,0.0,30.0,west
no,no,no,9-11years,,no,44.5,0.0,0.0,0.0,south
yes,no,yes,12years,white,no,16.0,0.0,2.0,30.0,northcentral
yes,no,yes,12years,white,no,29.0,0.0,2.0,45.0,other
no,yes,yes,>16years,white,no,19.0,0.0,2.0,30.0,northcentral
no,no,no,13-15years,,no,28.0,0.0,0.0,57.244,northcentral
yes,no,yes,12years,white,no,34.0,0.0,0.0,5.0,south
yes,no,yes,12years,white,no,34.0,0.0,0.0,12.636,northcentral
no,yes,no,12years,white,no,40.0,0.0,0.0,0.0,other
no,no,no,13-15years,white,no,20.0,1.0,1.0,11.6,west
yes,no,yes,16years,white,no,18.0,0.0,2.0,64.0,south
no,yes,no,9-11years,white,no,42.5,0.0,0.0,0.0,south
yes,no,yes,13-15years,white,no,45.0,0.0,0.0,0.0,other
yes,yes,yes,12years,,no,15.0,0.0,1.0,17.0,northcentral
no,no,no,16years,white,no,16.0,1.0,1.0,0.0,northcentral
yes,no,yes,12years,white,yes,20.0,1.0,2.0,18.0,other
no,yes,no,16years,white,no,5.0,1.0,0.0,0.0,other
no,no,no,12years,white,no,13.0,0.0,2.0,8.54,other
yes,no,yes,>16years,white,no,15.0,1.0,1.0,70.0,northcentral
yes,no,yes,16years,white,no,19.0,0.0,0.0,65.0,other
yes,no,yes,16years,white,no,17.0,1.0,1.0,50.0,northcentral
yes,yes,yes,<9years,white,no,49.0,0.0,0.0,20.0,northcentral
no,no,yes,13-15years,white,no,8.0,1.0,0.0,14.0,south
yes,yes,yes,13-15years,black,no,24.0,0.0,1.0,44.0,south
no,no,yes,16years,,no,2.0,0.0,0.0,13.0,south
yes,no,yes,16years,black,no,20.0,0.0,2.0,0.0,south
yes,no,yes,13-15years,white,no,23.0,0.0,2.0,30.165,other
yes,no,yes,12years,,no,13.0,1.0,0.0,27.8,northcentral
no,no,no,13-15years,white,yes,1.0,0.0,0.0,13.0,south
no,yes,yes,13-15years,white,no,14.0,0.0,1.0,0.0,west
no,no,no,9-11years,white,yes,27.5,0.0,1.0,8.856,other
yes,yes,yes,12years,white,no,39.0,0.0,0.0,49.8,south
no,yes,no,16years,white,no,20.0,0.0,0.0,0.0,south
no,no,no,9-11years,white,no,29.5,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,41.0,0.0,0.0,42.0,northcentral
yes,no,yes,13-15years,white,no,36.0,,,55.0,south
no,no,no,12years,white,no,32.0,0.0,0.0,0.0,other
no,yes,yes,16years,white,no,6.0,2.0,0.0,0.0,northcentral
yes,no,yes,13-15years,white,no,30.0,0.0,0.0,5.0,west
no,yes,no,>16years,white,no,12.0,,,99.999,west
no,yes,no,13-15years,white,no,25.0,0.0,0.0,0.0,northcentral
yes,no,yes,12years,white,no,32.0,0.0,0.0,28.001,west
yes,no,yes,16years,white,no,29.0,0.0,0.0,0.0,west
no,no,no,<9years,white,yes,9.0,1.0,0.0,0.0,south
no,no,yes,16years,,yes,16.0,0.0,2.0,74.0,west
yes,no,yes,13-15years,white,no,19.0,,,0.0,west
yes,no,yes,12years,white,no,31.0,0.0,0.0,42.0,south
yes,no,yes,12years,white,no,2.0,1.0,0.0,7.0,west
no,yes,no,9-11years,white,no,21.5,0.0,0.0,10.0,northcentral
no,yes,no,16years,white,no,29.0,0.0,0.0,0.0,south
no,no,no,12years,white,no,22.0,1.0,1.0,5.5,west
no,yes,no,13-15years,white,no,44.0,0.0,0.0,3.0,south
yes,no,yes,16years,white,no,17.0,0.0,3.0,55.0,northcentral
yes,no,yes,13-15years,white,no,25.0,0.0,1.0,38.0,south
yes,no,yes,13-15years,,no,29.0,0.0,1.0,60.0,south
yes,yes,yes,9-11years,white,no,23.5,1.0,1.0,27.2,south
no,yes,no,12years,white,no,13.0,0.0,0.0,14.12,other
no,no,no,12years,white,yes,3.0,2.0,0.0,0.0,west
yes,no,yes,<9years,black,no,41.0,0.0,0.0,24.0,south
no,yes,yes,13-15years,white,no,32.0,,,38.0,south
no,yes,no,12years,white,no,17.0,2.0,0.0,35.0,northcentral
no,yes,no,16years,white,no,25.0,0.0,1.0,10.0,northcentral
yes,yes,yes,12years,black,no,32.0,0.0,0.0,28.0,south
yes,no,yes,13-15years,white,no,15.0,0.0,1.0,50.0,northcentral
yes,no,yes,12years,,no,30.0,0.0,0.0,45.6,west
yes,no,yes,12years,white,no,17.0,1.0,1.0,19.0,northcentral
